"Gene","Alias"
"RPS17","RPS17"
"F7","F7;SPCA"
"KRT19","KRT19"
"GNAI3","GNAI3"
"KRT16","KRT16"
"IGFBP1","IGFBP1"
"STS","STS;ARSC;ARSC1;ASC;ES;SSDD;XLI"
"HTR1A","HTR1A"
"ABHD2","ABHD2"
"CHRM5","CHRM5"
"ADRA2A","ADRA2A"
"ROS1","ROS1;MCF3;ROS;c-ros-1"
"NMB","NMB"
"CD63","CD63"
"POU2F2","POU2F2"
"ACAA1","ACAA1"
"SLC10A3","SLC10A3;DXS253E;P3"
"DBH","DBH"
"GSTP1","GSTP1"
"LGALS1","LGALS1"
"QDPR","QDPR"
"HMGB1","HMGB1;HMG-1;HMG1;HMG3;SBP-1"
"TNP1","TNP1"
"FBP1","FBP1"
"GNAO1","GNAO1;DEE17;EIEE17;G-ALPHA-o;GNAO;HG1G;HLA-DQB1;NEDIM"
"GSTM1","GSTM1"
"TPM1","TPM1"
"CLTA","CLTA"
"INHBB","INHBB"
"WNT2","WNT2"
"HMOX1","HMOX1;HMOX1D;HO-1;HSP32;bK286B10"
"CSF1","CSF1"
"HOXB7","HOXB7"
"HNRNPA1","HNRNPA1"
"SNRPA1","SNRPA1"
"CTSH","CTSH"
"GIP","GIP;GNAI2B;HG1C;H_LUCA15.1;H_LUCA16.1"
"SCT","SCT"
"CD3G","CD3G"
"TACSTD2","TACSTD2"
"FGR","FGR"
"LCT","LCT"
"PARP1","PARP1;ADPRT;ADPRT 1;ADPRT1;ARTD1;PARP;PARP-1;PARS;PPOL;Poly-PARP;pADPRT-1"
"IFIT1","IFIT1"
"CSF3","CSF3"
"UCHL1","UCHL1"
"FURIN","FURIN"
"LTA4H","LTA4H"
"C4B","C4B;C4B1;C4B12;C4B2;C4B3;C4B5;C4BD;C4B_2;C4F;CH;CO4;CPAMD3"
"WEE2","WEE2"
"FBXO45","FBXO45"
"ACSM4","ACSM4"
"ATXN1L","ATXN1L"
"PIRT","PIRT"
"PLA2G4B","PLA2G4B;HsT16992;cPLA2-beta"
"CHTF8","CHTF8"
"CFC1","CFC1"
"UBB","UBB"
"UBC","UBC"
"SRGAP2C","SRGAP2C;SRGAP2P1"
"APELA","APELA"
"MRLN","MRLN"
"HSPA1A","HSPA1A"
"CBSL","CBSL"
"P0DN84","P0DN84"
"GLI2","GLI2"
"FDX1","FDX1"
"SRGN","SRGN"
"CCL3","CCL3"
"TROVE2","TROVE2;RORNP;SSA2"
"MYB","MYB"
"MYBL2","MYBL2"
"GAA","GAA"
"RRAS","RRAS"
"ACR","ACR;SPGF87"
"HIST1H1E","HIST1H1E"
"BCL2","BCL2"
"SAG","SAG"
"PTPRF","PTPRF;BNAH2;LAR"
"TXN","TXN"
"TGFB3","TGFB3"
"CTSA","CTSA"
"MGST1","MGST1"
"CYP2C8","CYP2C8;CPC8;CYP2C8DM;CYPIIC8;MP-12/MP-20"
"CYP2D6","CYP2D6"
"MAPT","MAPT"
"PRKAR1A","PRKAR1A"
"CHGA","CHGA;CGA;PHE5;PHES"
"KIT","KIT"
"RBP3","RBP3"
"CD28","CD28"
"HSPD1","HSPD1"
"RARB","RARB;HAP;MCOPS12;NR1B2;RARbeta;RARbeta1;RRB2"
"THRA","THRA"
"CLU","CLU"
"IRF1","IRF1"
"MYL2","MYL2"
"HSPA5","HSPA5;BIP;GRP78;HEL-S-89n"
"MYH3","MYH3"
"PNMT","PNMT"
"HSPA8","HSPA8"
"LIPC","LIPC"
"EGR2","EGR2;AT591;CMT1D;CMT4E;KROX20"
"SLC2A1","SLC2A1"
"SLC2A2","SLC2A2"
"DBT","DBT"
"ITGAM","ITGAM"
"MBL2","MBL2;COLEC1;HSMBPC;MBL;MBL2D;MBP;MBP-C;MBP1;MBPD"
"CHRM1","CHRM1;HM1;M1;M1R"
"CHRNB1","CHRNB1"
"RALA","RALA"
"RALB","RALB"
"BCR","BCR"
"LAMP1","LAMP1"
"ERG","ERG"
"ACADM","ACADM"
"FGFR1","FGFR1"
"TOP1","TOP1;TOPI"
"TOP2A","TOP2A"
"UBL4A","UBL4A"
"ESRRA","ESRRA"
"FGF3","FGF3"
"GNAT1","GNAT1"
"PC","PC;APC;PROC1;THPH3;THPH4"
"MTHFD1","MTHFD1"
"CETP","CETP"
"EPX","EPX"
"SCGB1A1","SCGB1A1"
"CYP2C9","CYP2C9"
"ADH5","ADH5;ADH-3;ADHX;AMEDS;BMFS7;FALDH;FDH;GSH-FDH;GSNOR;HEL-S-60p"
"SRF","SRF"
"PABPC1","PABPC1"
"PCNA","PCNA"
"NEFH","NEFH"
"COL11A1","COL11A1"
"SLC25A4","SLC25A4;AAC1;ANT;ANT 1;ANT1;MTDPS12;MTDPS12A;PEO2;PEO3;PEOA2;T1"
"SLC25A6","SLC25A6"
"TPR","TPR"
"RLBP1","RLBP1"
"PIP","PIP"
"FCER1A","FCER1A"
"GZMA","GZMA;CTLA3;HFSP"
"BMP2","BMP2"
"BMP4","BMP4"
"SKI","SKI"
"SKIL","SKIL"
"CDH1","CDH1"
"DEFA4","DEFA4;DEF4;HNP-4;HP-4;HP4"
"SRC","SRC"
"PEPD","PEPD"
"XRCC5","XRCC5"
"IFITM1","IFITM1"
"IFI30","IFI30"
"LAMP2","LAMP2;CD107b;DND;LAMP-2;LAMPB;LGP-96;LGP110"
"RNH1","RNH1"
"CYBA","CYBA"
"CCL2","CCL2"
"MYH6","MYH6"
"MYH8","MYH8"
"CYP4B1","CYP4B1;CYPIVB1;P-450HP"
"ITGA4","ITGA4"
"RARG","RARG"
"EEF2","EEF2"
"ACP5","ACP5"
"CEACAM1","CEACAM1"
"OSM","OSM"
"F3","F3"
"HLA-E","HLA-E"
"LCP1","LCP1"
"PLS3","PLS3"
"TNNT1","TNNT1"
"SLC5A1","SLC5A1;D22S675;NAGT;SGLT-1;SGLT1"
"ADRB3","ADRB3"
"GTF2F2","GTF2F2"
"HSD3B1","HSD3B1"
"GFAP","GFAP"
"MIF","MIF;GIF;GLIF;MMIF"
"HGF","HGF"
"PRF1","PRF1"
"TRIM27","TRIM27"
"SI","SI"
"DRD2","DRD2;D2DR;D2R"
"AKR1A1","AKR1A1"
"NCF1","NCF1"
"INSRR","INSRR"
"HSP90B1","HSP90B1"
"CCNB1","CCNB1;CCNB"
"HOXB3","HOXB3;HOX2;HOX2G;Hox-2.7"
"HOXB2","HOXB2;HOX2;HOX2H;Hox-2.8;K8"
"HOXB1","HOXB1;HCFP3;HOX2;HOX2I;Hox-2.9"
"SLC2A4","SLC2A4"
"SNRPB","SNRPB"
"TYR","TYR"
"IDE","IDE"
"MMP9","MMP9;CLG4B;GELB;MANDP2;MMP-9"
"HNRNPL","HNRNPL"
"GABRA1","GABRA1"
"IDO1","IDO1"
"ETS1","ETS1"
"LIF","LIF;CDF;DIA;HILDA;MLPLI"
"ETS2","ETS2"
"BRAF","BRAF"
"AKR1B1","AKR1B1"
"ANPEP","ANPEP;AP-M;AP-N;APN;CD13;GP150;LAP1;P150;PEPN;hAPN"
"RAC2","RAC2"
"GSPT1","GSPT1"
"MYOD1","MYOD1"
"MYOG","MYOG"
"IL9","IL9"
"IFNGR1","IFNGR1;CD119;IFNGR;IMD27A;IMD27B"
"B4GALT1","B4GALT1"
"ACPP","ACPP"
"EZR","EZR"
"FOLR1","FOLR1"
"ATF2","ATF2"
"KCNE1","KCNE1;ISK;JLNS;JLNS2;LQT2/5;LQT5;MinK"
"FOSL1","FOSL1"
"HPGD","HPGD"
"CSF2RA","CSF2RA"
"AREG","AREG"
"CD46","CD46"
"CYP11B1","CYP11B1;CPN1;CYP11B;FHI;P450C11"
"NQO1","NQO1"
"VEGFA","VEGFA"
"CD1D","CD1D"
"ARSB","ARSB"
"PAX1","PAX1"
"RPS2","RPS2;LLREP3;S2;uS5"
"ST6GAL1","ST6GAL1"
"RAG1","RAG1"
"DSP","DSP"
"RPA2","RPA2;REPA2;RP-A p32;RP-A p34;RPA32"
"ALOX15","ALOX15"
"NPR1","NPR1"
"NQO2","NQO2"
"SELP","SELP"
"SPN","SPN;CD43;GALGP;GPL115;LEU-22;LSN"
"CBR1","CBR1"
"ACADS","ACADS"
"CREB1","CREB1"
"PNLIP","PNLIP"
"PDGFRA","PDGFRA;CD140A;PDGFR-2;PDGFR2"
"SLC25A16","SLC25A16"
"GLB1","GLB1"
"PPP3CB","PPP3CB"
"NCK1","NCK1"
"KCNA2","KCNA2;DEE32;EIEE32;HBK5;HK4;HUKIV;KV1.2;MK2;NGK1;RBK2"
"EPCAM","EPCAM"
"POR","POR"
"DPEP1","DPEP1"
"MGMT","MGMT"
"PRLR","PRLR;PRL-3;PRL-R;PRL3"
"PCSK2","PCSK2"
"SELE","SELE"
"ATP2A2","ATP2A2"
"CD36","CD36"
"NPPB","NPPB;BNP;Iso-ANP"
"CPE","CPE"
"IL7R","IL7R"
"ZNF16","ZNF16;HZF1;KOX9"
"NAGA","NAGA"
"RHOQ","RHOQ"
"HMGA1","HMGA1"
"GOT1","GOT1"
"IFNAR1","IFNAR1;AVP;IFN-alpha-REC;IFNAR;IFNBR;IFRC;IMD106"
"JUNB","JUNB"
"ITGA2","ITGA2"
"GJA1","GJA1"
"NPR3","NPR3"
"SMPD1","SMPD1;ASM;ASMASE;NPD"
"UBTF","UBTF"
"AKR1C4","AKR1C4"
"TAL1","TAL1"
"SYN1","SYN1"
"PRKACA","PRKACA;AAG6;PKC-alpha;PKCA;PKCI+/-;PKCalpha"
"CEBPB","CEBPB"
"GAP43","GAP43"
"HLA-G","HLA-G"
"PTPN2","PTPN2"
"TAT","TAT"
"TPH1","TPH1"
"CHRNB2","CHRNB2"
"CTPS1","CTPS1"
"ENG","ENG"
"XBP1","XBP1;TREB-5;TREB5;XBP-1;XBP2"
"CR1","CR1"
"LGALS3","LGALS3"
"IGFBP3","IGFBP3;BP-53;IBP-3;IBP3;IGFBP-3"
"SPI1","SPI1"
"FLT1","FLT1"
"PSMC3","PSMC3"
"TCP1","TCP1"
"PTPN1","PTPN1;PTP1B"
"ALOX12","ALOX12"
"IGFBP2","IGFBP2"
"ERCC2","ERCC2;COFS2;EM9;TFIIH;TTD;TTD1;XPD"
"BMP7","BMP7"
"ARF4","ARF4"
"EGR1","EGR1"
"VCL","VCL"
"SRD5A1","SRD5A1;S5AR 1"
"LBP","LBP"
"ADCYAP1","ADCYAP1"
"IL1RN","IL1RN;CRMO2;DIRA;ICIL-1RA;IL-1RN;IL-1ra;IL-1ra3;IL1F3;IL1RA;IRAP;MVCD4"
"RHCE","RHCE"
"LAG3","LAG3"
"SDC1","SDC1"
"ATF1","ATF1"
"ATF3","ATF3"
"ATF4","ATF4"
"CDH2","CDH2"
"CYP11B2","CYP11B2"
"HDC","HDC"
"EPOR","EPOR;EPO-R"
"VCAM1","VCAM1;CD106;INCAM-100"
"NCL","NCL"
"POLR2C","POLR2C"
"NDUFV2","NDUFV2"
"TNNI3","TNNI3"
"GGT1","GGT1;CD224;D22S672;D22S732;GGT;GGT 1;GGTD;GTG"
"TRIM21","TRIM21;RNF81;RO52;Ro/SSA;SSA;SSA1"
"EIF2AK2","EIF2AK2"
"FUT1","FUT1"
"WT1","WT1"
"SRM","SRM"
"SLC9A1","SLC9A1;APNH;LIKNS;NHE-1;NHE1;PPP1R143"
"CSNK2A2","CSNK2A2"
"RXRA","RXRA"
"CEL","CEL"
"NFKB1","NFKB1"
"PI3","PI3;ESI;SKALP;WAP3;WFDC14;cementoin"
"ATP2B1","ATP2B1"
"CR2","CR2"
"TCN1","TCN1"
"SDS","SDS"
"PGC","PGC;PEPC;PGII"
"AZU1","AZU1"
"CCNA2","CCNA2"
"POU3F3","POU3F3"
"POU3F2","POU3F2"
"RAB3A","RAB3A"
"RAB3B","RAB3B"
"RAB4A","RAB4A"
"RAB5A","RAB5A;RAB5"
"RAB6A","RAB6A"
"TAC1","TAC1"
"PMCH","PMCH"
"NR1D1","NR1D1"
"MSH3","MSH3;DUP;FAP4;MRP1"
"NPR2","NPR2"
"ATP4A","ATP4A"
"HOXA5","HOXA5"
"BCL3","BCL3"
"EDN2","EDN2;ET-2;ET2;PPET2"
"CAPN3","CAPN3"
"IL11","IL11"
"CAST","CAST"
"CYP2B6","CYP2B6"
"EFNA1","EFNA1;B61;ECKLG;EFL1;EPLG1;GMAN;LERK-1;LERK1;TNFAIP4"
"COL9A1","COL9A1"
"COL5A1","COL5A1"
"MAG","MAG"
"NEB","NEB"
"AGA","AGA;AGU;ASRG;GA"
"RASA1","RASA1"
"CDK11B","CDK11B"
"FUT3","FUT3"
"PTN","PTN"
"ATP6V1C1","ATP6V1C1;ATP6C;ATP6D;VATC;Vma5"
"FLNA","FLNA"
"NF1","NF1"
"MAOA","MAOA"
"ACO1","ACO1;ACONS;HEL60;IREB1;IREBP;IREBP1;IRP1"
"ABCB4","ABCB4"
"S1PR1","S1PR1"
"AGXT","AGXT"
"SYT1","SYT1"
"TNFAIP3","TNFAIP3;A20;AIFBL1;AISBL;OTUD7C;TNFA1P2"
"KITLG","KITLG"
"GPD1","GPD1"
"EPHA1","EPHA1"
"DRD1","DRD1"
"C5AR1","C5AR1;C5A;C5AR;C5R1;CD88"
"MDK","MDK"
"ZP3","ZP3"
"VDAC1","VDAC1"
"ERBB3","ERBB3"
"DRD5","DRD5;DBDR;DRD1B;DRD1L2"
"MATN1","MATN1"
"BMP6","BMP6"
"MUT","MUT"
"OSBP","OSBP"
"FBL","FBL;FIB;FLRN;Nop1;RNU3IP1"
"CDH3","CDH3"
"IL10","IL10"
"IDS","IDS"
"SCP2","SCP2;NLTP;NSL-TP;SCOX;SCP-2;SCP-CHI;SCP-X;SCPX"
"UGT1A1","UGT1A1;BILIQTL1;GNT1;HUG-BR1;UDPGT;UDPGT 1-1;UGT1;UGT1A"
"NME2","NME2"
"ENPP1","ENPP1"
"USF1","USF1"
"FGFR4","FGFR4;CD334;JTK2;TKF"
"KCNA5","KCNA5"
"GAL","GAL"
"FGFR3","FGFR3"
"HNRNPA2B1","HNRNPA2B1"
"CYP7A1","CYP7A1;CP7A;CYP7;CYPVII"
"TGM1","TGM1"
"XPA","XPA"
"TCEA1","TCEA1"
"SFPQ","SFPQ"
"KEL","KEL;CD238;ECE3;Kell"
"PPIB","PPIB"
"S100A1","S100A1"
"HRC","HRC"
"ME2","ME2"
"GLDC","GLDC;GCE;GCE1;GCSP;HYGN1"
"RPS3","RPS3"
"GLRA1","GLRA1"
"RPS6KB1","RPS6KB1"
"PTPRZ1","PTPRZ1;HPTPZ;HPTPzeta;PTP-ZETA;PTP18;PTPRZ;PTPZ;R-PTP-zeta-2;RPTPB;RPTPbeta;phosphacan"
"SP100","SP100"
"TNFSF4","TNFSF4"
"AHCY","AHCY"
"BDNF","BDNF"
"NPPC","NPPC;CNP;CNP2"
"ATP2B4","ATP2B4"
"ITPKA","ITPKA"
"PAX7","PAX7"
"VAMP1","VAMP1;CMS25;SAX1;SPAX1;SYB1;VAMP-1"
"GATA2","GATA2"
"GATA3","GATA3"
"CPT2","CPT2"
"CMA1","CMA1"
"SLC6A2","SLC6A2;NAT1;NET;NET1;SLC6A5"
"GPT","GPT"
"CCND1","CCND1"
"KDELR1","KDELR1"
"NR2F2","NR2F2"
"AKAP5","AKAP5;AKAP75;AKAP79;H21"
"IGFBP5","IGFBP5"
"PRKCH","PRKCH"
"ACAT1","ACAT1"
"TNC","TNC"
"DNASE1","DNASE1;DNL1;DRNI"
"CDK2","CDK2"
"HRH2","HRH2"
"CXCR1","CXCR1"
"ADRBK1","ADRBK1"
"EDNRA","EDNRA;ET-A;ETA;ETA-R;ETAR;ETRA;MFDA;hET-AR"
"TACR1","TACR1"
"PTAFR","PTAFR"
"F2R","F2R"
"MPST","MPST"
"LAMA1","LAMA1;LAMA;PTBHS;S-LAM-alpha"
"DNAJB1","DNAJB1"
"DNAJB2","DNAJB2"
"MT3","MT3"
"CTSS","CTSS"
"UCP1","UCP1"
"NFKBIA","NFKBIA"
"ITGA3","ITGA3"
"ITGB8","ITGB8"
"PTX3","PTX3;TNFAIP5;TSG-14"
"PTPN3","PTPN3"
"DNMT1","DNMT1"
"PAX6","PAX6"
"U2AF2","U2AF2"
"CNTF","CNTF"
"MGAT1","MGAT1;GLCNAC-TI;GLCT1;GLYT1;GNT-1;GNT-I;GnTI;MGAT"
"HMGB2","HMGB2"
"PTBP1","PTBP1"
"PLN","PLN"
"KLRC1","KLRC1"
"KLRC2","KLRC2"
"KLRK1","KLRK1;CD314;D12S2489E;KLR;NKG2-D;NKG2D"
"IL3RA","IL3RA"
"CNTFR","CNTFR"
"ACVR2A","ACVR2A"
"STOM","STOM"
"PON1","PON1"
"ANXA13","ANXA13;ANX13;ISA"
"MAOB","MAOB"
"MAPK3","MAPK3"
"DPP4","DPP4"
"ARNT","ARNT"
"COL8A1","COL8A1"
"CALR","CALR;CALR1;CRT;HEL-S-99n;RO;SSA;cC1qR"
"PDE4A","PDE4A"
"MAP4","MAP4"
"ITPKB","ITPKB"
"PSMB8","PSMB8;ALDD;D6S216;D6S216E;JMP;LMP7;NKJO;PRAAS1;PSMB5i;RING10"
"PSMB9","PSMB9"
"HLA-DMB","HLA-DMB"
"POU1F1","POU1F1"
"GSTM2","GSTM2"
"HTR1B","HTR1B;5-HT-1B;5-HT-1D-beta;5-HT1B;5-HT1DB;HTR1D2;HTR1DB;S12"
"ABCD3","ABCD3"
"TMOD1","TMOD1"
"LOX","LOX"
"CHAT","CHAT"
"ACADL","ACADL"
"HTR2C","HTR2C;5-HT1C;5-HT2C;5-HTR2C;5HTR2C;HTR1C"
"NMBR","NMBR"
"POLD1","POLD1"
"HOXD9","HOXD9"
"HOXD10","HOXD10"
"MSX1","MSX1"
"GABRB3","GABRB3;DEE43;ECA5;EIEE43"
"MAPK1","MAPK1"
"DUSP1","DUSP1"
"HTR1E","HTR1E"
"RXRB","RXRB"
"HSD11B1","HSD11B1"
"CD34","CD34"
"CD38","CD38"
"TNFRSF8","TNFRSF8"
"GJB2","GJB2"
"GTF2E2","GTF2E2;FE;TF2E2;TFIIE-B;TTD6"
"PCSK6","PCSK6"
"IMPA1","IMPA1"
"ADORA2B","ADORA2B"
"CTGF","CTGF"
"EPHA2","EPHA2;ARCC2;CTPA;CTPP1;CTRCT6;ECK"
"EPHA3","EPHA3"
"EPHB2","EPHB2"
"PTPN6","PTPN6"
"CRABP2","CRABP2"
"KDM5A","KDM5A;NEDEHC;RBBP-2;RBBP2;RBP2"
"TKT","TKT"
"IL12B","IL12B"
"CASP1","CASP1"
"NOS1","NOS1"
"SERPINB3","SERPINB3;HsT1196;SCC;SCCA-1;SCCA-PD;SCCA1;SSCA1;T4-A"
"PML","PML"
"CD40LG","CD40LG"
"MARCKS","MARCKS"
"AQP1","AQP1"
"ALDH4A1","ALDH4A1;ALDH4;P5CD;P5CDh"
"PBLD","PBLD"
"BLVRB","BLVRB"
"PRDX5","PRDX5"
"DDT","DDT"
"PRDX3","PRDX3;AOP-1;AOP1;HBC189;MER5;PPPCD;PRO1748;SCAR32;SP-22;prx-III"
"ECHS1","ECHS1"
"CMPK1","CMPK1"
"PPP2R1A","PPP2R1A"
"CD6","CD6;TP120"
"FCER1G","FCER1G"
"MIP","MIP"
"CDC25B","CDC25B"
"CDC25C","CDC25C"
"PPIF","PPIF;CYP3;CyP-M;Cyp-D;CypD"
"BDKRB2","BDKRB2"
"ADSS","ADSS"
"AXL","AXL"
"SLC6A1","SLC6A1"
"GCH1","GCH1"
"SLC7A1","SLC7A1;ATRC1;CAT-1;ERR;HCAT1;REC1L"
"ALDH3A1","ALDH3A1"
"SSTR1","SSTR1"
"GNRHR","GNRHR"
"NTSR1","NTSR1"
"S100A7","S100A7"
"MAT2A","MAT2A;MATA2;MATII;SAMS2"
"SRD5A2","SRD5A2"
"HOXA7","HOXA7"
"HOXA11","HOXA11"
"CPS1","CPS1"
"CASQ1","CASQ1"
"TIA1","TIA1;ALS26;TIA-1;WDM"
"FMO3","FMO3"
"SLC5A2","SLC5A2"
"AKT1","AKT1"
"IL2RG","IL2RG"
"APOBEC3A","APOBEC3A"
"CASP14","CASP14;ARCI12;caspase-14"
"YWHAB","YWHAB"
"SFN","SFN"
"ARRB2","ARRB2;ARB2;ARR2;BARR2"
"GK","GK"
"CCKAR","CCKAR"
"OTX1","OTX1"
"OTX2","OTX2"
"MC4R","MC4R;BMIQ20"
"CCR1","CCR1"
"CCR7","CCR7"
"GPR183","GPR183"
"CDA","CDA"
"STX2","STX2;EPIM;EPM;STX2A;STX2B;STX2C"
"CSF2RB","CSF2RB"
"CTH","CTH"
"ACSL1","ACSL1"
"KIF5B","KIF5B"
"ABCC1","ABCC1;ABC29;ABCC;DFNA77;GS-X;MRP;MRP1"
"ABCD1","ABCD1"
"GALNS","GALNS"
"NTF4","NTF4"
"SHMT1","SHMT1"
"EPHX2","EPHX2;ABHD20;CEH;SEH"
"TRHR","TRHR"
"CRHR1","CRHR1"
"GPC1","GPC1;glypican"
"NOS2","NOS2;HEP-NOS;INOS;NOS;NOS2A"
"PHB","PHB"
"NF2","NF2;ACN;BANF;SCH;SWNV;merlin-1"
"RDX","RDX;DFNB24"
"SPR","SPR;NK1R;NKIR;TAC1R"
"ADM","ADM"
"PTGS2","PTGS2;COX-2;COX2;GRIPGHS;PGG/HS;PGHS-2;PHS-2;hCox-2"
"RORA","RORA"
"PTGER4","PTGER4"
"HOXD13","HOXD13"
"DRD3","DRD3"
"IDUA","IDUA;IDA;MPS1;MPSI"
"MSX2","MSX2"
"FBN1","FBN1;ACMICD;ECTOL1;FBN;GPHYSD2;MASS;MFLS;MFS1;OCTD;SGS;SSKS;WMS;WMS2"
"GCK","GCK"
"PCK1","PCK1"
"AGL","AGL"
"G6PC","G6PC;G6PT;G6Pase;GSD1;GSD1a"
"MYH9","MYH9;BDPLT6;DFNA17;EPSTS;FTNS;MATINS;MHA;NMHC-II-A;NMMHC-IIA;NMMHCA"
"MYH10","MYH10"
"ACTN2","ACTN2"
"SOAT1","SOAT1"
"CYLC1","CYLC1"
"SOX5","SOX5;L-SOX5;L-SOX5B;L-SOX5F;LAMSHF"
"SOX18","SOX18"
"SOX11","SOX11"
"GLRX","GLRX"
"ZNF93","ZNF93;HPF34;HTF34;TF34;ZNF505"
"CHKA","CHKA"
"AHR","AHR;FVH3;RP85;bHLHe76"
"KRT2","KRT2"
"GJA5","GJA5"
"FLT3","FLT3"
"BMPR1A","BMPR1A"
"ACVR1B","ACVR1B;ACTRIB;ACVRLK4;ALK4;SKR2"
"POLR2I","POLR2I"
"SERPINF1","SERPINF1"
"SREBF1","SREBF1"
"DLST","DLST"
"ACVRL1","ACVRL1;ACVRLK1;ALK-1;ALK1;HHT;HHT2;ORW2;SKR3;TSR-I"
"HSD17B3","HSD17B3"
"HSD17B2","HSD17B2"
"SCNN1A","SCNN1A"
"TGFBR2","TGFBR2"
"PPARG","PPARG;CIMT1;FPLD3;GLM1;NR1C3;PPARG1;PPARG2;PPARG5;PPARgamma"
"ZEB1","ZEB1"
"PIGA","PIGA"
"AVPR1A","AVPR1A"
"RBMX","RBMX"
"BRCA1","BRCA1"
"EIF4A3","EIF4A3;DDX48;Fal1;MUK34;NMP265;NUK34;RCPS;eIF-4A-III;eIF4A-III;eIF4AIII"
"IGHMBP2","IGHMBP2"
"CDKN1A","CDKN1A"
"RPS19","RPS19"
"COL15A1","COL15A1"
"GRIK1","GRIK1;EAA3;EEA3;GLR5;GLUR5;GluK1;gluR-5"
"PLA2G5","PLA2G5"
"CUX1","CUX1"
"GDNF","GDNF;ATF;ATF1;ATF2;HFB1-GDNF;HSCR3"
"IL6ST","IL6ST"
"TXLNA","TXLNA"
"THPO","THPO"
"CCT6A","CCT6A"
"MPL","MPL;C-MPL;CD110;MPLV;THCYT2;THPOR;TPOR"
"NNMT","NNMT"
"VHL","VHL"
"ADH7","ADH7"
"PBX3","PBX3"
"RPL13A","RPL13A;L13A;TSTA1;uL13"
"MLH1","MLH1"
"STAT3","STAT3"
"PEX19","PEX19"
"MDH2","MDH2"
"IL15","IL15;IL-15"
"HADHA","HADHA"
"ID1","ID1"
"LEP","LEP"
"ETV5","ETV5"
"ETV3","ETV3;METS;PE-1;PE1"
"BCL6","BCL6"
"CETN2","CETN2"
"RGS2","RGS2"
"BUD31","BUD31"
"SOX3","SOX3;GHDX;MRGH;PHP;PHPX;SOXB"
"UBA7","UBA7"
"NAA10","NAA10"
"P2RY2","P2RY2"
"APOBEC1","APOBEC1;APO1;APOBEC-1;BEDP;CDAR1;HEPR"
"PNPLA4","PNPLA4"
"GARS","GARS"
"NBL1","NBL1"
"GRM5","GRM5"
"HTR2B","HTR2B;5-HT(2B);5-HT-2B;5-HT2B"
"PRKCI","PRKCI"
"ELK3","ELK3"
"CD86","CD86"
"ECI1","ECI1"
"ASIP","ASIP;Baz;PAR3;PAR3alpha;PARD-3;PARD3A;PPP1R118;SE2-5L16;SE2-5LT1;SE2-5T2"
"STAT1","STAT1"
"STAT6","STAT6"
"GRIA1","GRIA1"
"AKR1C3","AKR1C3"
"PIK3CA","PIK3CA;CCM4;CLAPO;CLOVE;CWS5;HMH;MCAP;MCM;MCMTC;PI3K;PI3K-alpha;p110-alpha"
"EPS15","EPS15"
"CASP2","CASP2"
"IL12RB1","IL12RB1"
"LRPPRC","LRPPRC"
"CDKN2A","CDKN2A"
"HTT","HTT;5-HTT;5-HTTLPR;5HTT;OCD1;SERT;SERT1;hSERT"
"ECE1","ECE1"
"MTHFR","MTHFR"
"SLC1A2","SLC1A2"
"SLC1A1","SLC1A1"
"SLC1A4","SLC1A4;ASCT1;SATT;SPATCCM"
"PAFAH1B1","PAFAH1B1"
"CRAT","CRAT"
"BTD","BTD"
"NR4A2","NR4A2"
"MAGEA2","MAGEA2"
"ZAP70","ZAP70"
"SYK","SYK"
"NAMPT","NAMPT"
"KIR2DL1","KIR2DL1;CD158A;KIR-K64;KIR221;KIR2DL3;NKAT;NKAT-1;NKAT1;p58.1"
"KIR3DL1","KIR3DL1"
"GATA4","GATA4"
"NKX2-1","NKX2-1"
"ASPA","ASPA;ACY2;ASP"
"MMP13","MMP13"
"ABCG1","ABCG1"
"MAPK9","MAPK9"
"MKI67","MKI67"
"RANGAP1","RANGAP1;Fug1;RANGAP;SD"
"GPR4","GPR4"
"ATRX","ATRX"
"CRK","CRK"
"MTIF2","MTIF2"
"BAG6","BAG6;BAG-6;BAT3;D6S52E;G3"
"CDKN1B","CDKN1B"
"NOTCH1","NOTCH1"
"ASMT","ASMT"
"BRCC3","BRCC3"
"MAP1B","MAP1B;DFNA83;FUTSCH;MAP5;PPP1R102;PVNH9"
"NEDD4","NEDD4"
"YAP1","YAP1"
"IQGAP1","IQGAP1"
"RAP1GAP","RAP1GAP;RAP1GA1;RAP1GAP1;RAP1GAPII;RAPGAP"
"GABRB2","GABRB2"
"SCTR","SCTR"
"ALDH1A3","ALDH1A3"
"P2RY1","P2RY1"
"ID4","ID4;IDB4;bHLHb27"
"XDH","XDH"
"XCL1","XCL1"
"FASLG","FASLG"
"SLC6A8","SLC6A8"
"MTNR1A","MTNR1A;MEL-1A-R;MT1"
"KCNJ4","KCNJ4"
"CPA2","CPA2"
"CXCL12","CXCL12"
"ME1","ME1"
"GLRB","GLRB;HKPX2"
"GABRA4","GABRA4"
"LEPR","LEPR"
"RFX3","RFX3"
"PIP4K2A","PIP4K2A"
"SOX2","SOX2;ANOP3;MCOPS3"
"SOX9","SOX9"
"GCLM","GCLM"
"PCP4","PCP4"
"KCNC1","KCNC1"
"NRIP1","NRIP1;CAKUT3;RIP140"
"TRAPPC10","TRAPPC10"
"GSS","GSS"
"NES","NES"
